TransactionID,UserID,TransactionAmount,TransactionType,MerchantCategory,DeviceType,GeoLocation,Timestamp,IsForeignTransaction,IsHighRiskCountry,PreviousFraudCount,AccountAgeMonths,NumRecentTransactions,AvgTransactionAmount,Label
eb59280e-b7a2-4a44-bd65-8e071a0c4a9d,b4bf9ca4-d15c-4da0-b401-b015153443c1,4849.7,Purchase,Restaurants,Web,"-72.7233, -47.0612",2025-04-15 23:29:46,0,0,0,201,29,2517.48,0
d98cb19d-4d40-4a86-b90d-91fd7410c731,7a82ce93-cdb2-4b2d-9da7-258e961231bb,4163.05,Transfer,Restaurants,Web,"-34.5342, 88.6341",2025-04-27 17:07:18,0,0,0,28,2,1967.78,0
907b2f4f-9d5b-43da-96dd-c25ce4d10c54,92cff304-16b4-4846-9598-88b2dba83d01,1065.63,Purchase,Travel,Web,"-17.0035, 135.1427",2025-07-01 12:16:20,1,0,0,35,9,692.99,0
bc53d8a3-7737-46a2-aedc-8fdc4a45180e,73f34ad3-098f-4209-ba87-082af92dc39d,913.22,Purchase,Electronics,Mobile,"87.0028, -136.7194",2025-07-12 19:03:04,1,0,0,231,17,829.3,1
3fc972ce-2ddf-4f1a-86f7-828d8b36f0e5,2bc5555e-6496-415b-a04e-54646b5f3991,921.11,Withdrawal,Clothing,POS Terminal,"-3.2203, 67.9262",2025-02-10 03:21:02,0,0,1,125,46,951.38,0
4a80ebda-9153-4ada-9758-9ee8adab1977,5095c203-50ff-4cfa-b816-6a85e5117fef,1524.69,Purchase,Electronics,Web,"89.3559, 17.0148",2025-01-29 11:57:53,0,0,1,138,36,359.24,0
6062bcc3-fe3d-46b1-8d05-b402ed4655a6,6c6ed46b-f76d-4855-94f7-5ed2758c2507,2626.16,Transfer,Travel,Web,"-85.5784, 10.8759",2025-02-08 15:03:52,0,0,0,65,17,826.75,0
29a8951e-d597-4d1c-90da-51049bbbc4be,ddc00e56-9a49-4769-b629-3fad24def0f4,2162.57,Transfer,Clothing,POS Terminal,"80.2444, 139.4631",2025-04-04 20:53:09,0,1,1,42,49,636.46,0
100623f9-73f3-466b-81f2-78ead859d323,00a3ce41-2bed-4a10-b748-cf2358e02dfb,1459.69,Purchase,Restaurants,Mobile,"35.4527, 80.5395",2025-02-19 12:01:16,1,0,0,85,12,1371.43,0
e2040eec-fd9c-40be-bd79-6ead2888dfb5,97a793fd-69ee-4551-8334-84e79fe1034e,3061.21,Withdrawal,Travel,POS Terminal,"79.5983, 9.8440",2025-03-06 18:51:46,0,0,0,137,20,2726.23,0
ba8916d7-cc5a-41a4-ad1e-a32b5cd1d78e,df7f1b20-6eb1-45f8-b5f0-005aa338177a,701.77,Withdrawal,Restaurants,POS Terminal,"27.6384, -124.8606",2025-01-28 04:57:20,0,0,0,188,3,322.4,0
e59a8078-9fbf-4202-9225-692faceb18a1,55cc18f5-bdf2-4207-a9ac-830fd8bbd41b,1464.26,Purchase,Grocery,Web,"-88.9418, -17.1256",2025-01-04 06:05:40,1,0,0,111,43,2163.6,0
78504aac-eff9-496f-b0d4-00a7c9ff0f98,1fba1529-66c0-4b06-bb4d-1123f0aaaf65,1834.98,Purchase,Travel,POS Terminal,"58.5328, 17.8353",2025-02-01 08:40:37,0,0,0,15,4,2064.98,0
0bc491cf-2070-4a9d-8ede-a32a592e071a,0976f358-5c6e-4e4b-a9b3-884816af57aa,2283.07,Transfer,Grocery,POS Terminal,"86.2361, -34.7211",2025-05-21 10:30:00,0,0,1,227,17,296.31,0
2c0887eb-a181-453a-8eab-23a5189ac8af,f5d0ed8a-af7c-4912-825f-c7c5b9889177,3926.95,Purchase,Travel,Web,"10.2094, -1.3833",2025-07-15 14:50:58,1,0,2,185,37,2768.49,0
3b906835-e6db-4109-ad1e-2a03a74aabfa,5a618118-a0ed-422a-8ebb-3b21db6b0a9a,1002.37,Withdrawal,Travel,Web,"5.4593, 38.6730",2025-07-02 05:29:23,0,0,0,69,46,1709.73,0
2a476993-e704-40f0-89fc-0d5e6382fd59,1148c50c-52ba-4bc0-a370-d4eb2f0f65bf,2573.6,Purchase,Grocery,Web,"-68.0764, 158.6941",2025-04-19 14:32:19,0,0,2,105,42,1097.54,0
b852a183-8106-4925-81e4-399578aadb39,8e4c5e3b-f551-4de3-a29b-47710bae40d4,2964.11,Transfer,Clothing,Web,"20.2587, -3.0077",2025-06-14 14:47:51,0,0,0,150,15,2272.05,0
c530bc0c-cdcb-4dbc-a20f-829c710263d1,c8099554-75db-4ae4-bb61-bdcec9fdf3cc,237.02,Transfer,Electronics,POS Terminal,"52.7253, -120.4173",2025-05-19 01:01:29,0,0,0,64,33,779.52,0
d563d156-35a8-4241-908d-5c935221fe36,477c853c-1b36-45b1-a263-efa4c0bf8aa6,3039.69,Transfer,Restaurants,POS Terminal,"34.8508, 145.4160",2025-04-20 04:11:48,0,0,0,41,16,2083.59,0
e93e19ec-68de-4a5d-8cee-373a688537b1,a0c811f2-86bc-42ee-a69c-a2f064c3660b,856.77,Transfer,Travel,Mobile,"-2.4294, 13.6915",2025-01-20 22:52:39,0,0,0,215,11,128.74,0
da3111f6-f1e7-4d0e-a08d-ea37d711ffe6,4ad2a529-c375-4a56-bf0c-e3eb0f615c5c,329.93,Transfer,Restaurants,Mobile,"34.1015, 55.9647",2025-05-20 18:27:19,1,0,0,71,20,2519.83,0
959e2d6f-c131-48c5-9297-3b1a56de667b,36cf1359-72f0-488f-996a-271c87b1a964,4744.68,Purchase,Grocery,POS Terminal,"50.5144, 16.8761",2025-05-02 21:34:11,0,0,0,56,38,1350.03,0
6da67722-920c-4d2c-b29b-8502e2fbfbe9,f41ff3a5-7380-42ab-9129-fe6ca4e7e4c7,4828.33,Purchase,Restaurants,Mobile,"-0.8625, 160.0267",2025-07-06 12:17:42,0,1,0,151,24,1913.71,0
e6276153-ac65-4fdc-b785-45d709b7dccb,ce36ef3f-5f63-48b1-a171-e29a2110cb97,4042.94,Purchase,Grocery,POS Terminal,"70.8879, -162.6902",2025-03-13 01:14:07,0,0,0,236,16,671.5,0
8d6da4d9-b95b-45fc-a15a-cb122d8d0496,49263457-f202-4708-a122-89fd6eb9d992,1526.55,Purchase,Restaurants,Mobile,"79.4407, -177.3416",2025-01-25 20:44:36,0,0,0,25,30,2034.45,0
6027b41f-28d6-4cae-a87f-22e438f8f8c0,07c2d09e-90d7-44af-b35d-cfe752fef8b1,492.87,Transfer,Electronics,Web,"-57.9027, -112.4786",2025-06-29 05:02:21,0,0,0,219,34,2319.0,0
f2d285c7-0f53-4121-a70d-923847c72bf0,64c153b8-9b08-472d-9e58-16a958f6e500,3422.74,Withdrawal,Electronics,Mobile,"58.8004, -131.8297",2025-06-06 00:10:03,0,0,0,105,1,1424.91,0
6cc22670-8445-468f-9859-31b5f7a765e0,68cd216c-1cce-4308-8c9b-bfc17abd2ca4,2203.56,Purchase,Electronics,Web,"-27.6838, -32.1228",2025-06-11 09:02:17,0,0,0,134,24,1857.0,0
78e84374-4642-4fbb-aa43-3a9687c72039,af6730bb-478d-4055-9009-bf50ffd13556,614.58,Withdrawal,Electronics,Web,"87.2389, 42.0720",2025-06-29 03:34:47,0,0,0,119,24,1374.41,0
c0765384-0021-4d94-a01a-d73853f6bd6e,03fe5199-8384-4a14-8782-70e4cc34e3fc,2478.41,Purchase,Electronics,Web,"-83.4040, 106.2505",2025-01-14 11:24:31,0,0,0,162,9,2683.33,0
4267ec17-5b09-4603-ac59-09f81df1df97,e7960feb-ad3a-42d1-8b19-c3ab0b675c86,176.77,Purchase,Electronics,Web,"54.3421, -79.3741",2025-03-27 09:06:01,0,0,1,191,22,1498.63,0
5b21f2a4-75d7-4c07-9dc3-d9b57ae67941,2e3c65e3-8d92-480f-ba78-9dbae38c3a0b,4547.06,Withdrawal,Grocery,Mobile,"-53.4923, 29.3244",2025-01-26 10:06:28,0,0,0,9,12,2527.01,0
aa16c875-7d75-4f3b-8531-83fdabb3cd8a,d1629748-c350-46fe-83b6-0d0415cba583,1297.61,Transfer,Travel,POS Terminal,"20.3720, 122.9371",2025-03-25 08:16:25,0,0,0,60,17,2406.04,0
4bef5378-6119-454a-a6a0-3e14b70b29f0,e351cec9-918e-474e-b745-5a961dbfe275,3314.3,Purchase,Restaurants,Web,"28.1149, -1.3658",2025-06-22 07:45:19,0,0,1,125,25,1237.41,0
550e870d-ce41-474c-b6f9-578fd45a01ed,c252da00-3979-436e-a16b-59936d320f9b,1562.0,Purchase,Electronics,Mobile,"-13.1118, -83.1844",2025-01-30 18:55:33,0,0,0,49,28,697.95,0
d8367044-1075-4da7-b768-12fefcfc3d16,2e85ee54-4b72-4c5f-93d7-c2ccdb416c18,2602.74,Purchase,Grocery,Web,"40.3889, -91.7083",2025-03-22 11:46:40,0,0,0,225,15,1224.19,0
c2a4a39a-0aa9-461e-ba5d-65c72c2f943d,5ee266ce-b9f0-412a-851a-c12405651fbf,2735.82,Withdrawal,Grocery,Mobile,"-31.8215, 0.4001",2025-04-30 15:01:51,0,0,0,51,30,2480.39,0
9d81dbe8-123b-44f0-b02c-8ebd1ef87413,921d6473-0b55-4f9f-acf3-6a48004b2b4c,928.35,Transfer,Grocery,Mobile,"-63.2972, -168.3564",2025-03-21 20:39:26,0,0,0,188,27,690.62,0
22c03111-d00c-41af-9486-4912daf5f791,3eadf9ba-6917-42a3-87f3-e7c73d5e1990,4848.08,Withdrawal,Travel,Mobile,"-89.7392, 61.6357",2025-01-14 14:45:39,0,0,0,70,22,1578.06,0
b98021b7-17ec-4ca5-805f-384dd618e11e,d24d0695-aa73-41bc-bce3-ddb5729bc3da,3876.79,Withdrawal,Restaurants,POS Terminal,"-85.2965, 29.0175",2025-06-15 22:35:16,0,0,0,37,10,2420.23,0
309d3c4a-32f2-4f30-ae36-f84fee83728e,7808f9b7-4507-42f8-bac0-80b30a3acffc,4697.8,Transfer,Travel,Mobile,"-64.4788, 173.4964",2025-05-09 05:03:36,0,0,0,31,31,1066.9,0
78eb5118-b84d-4516-9ace-499d128d53e8,89c647b8-12d7-4673-a288-b3820960d3c1,4474.66,Withdrawal,Clothing,Mobile,"59.8665, -172.4795",2025-06-15 13:47:40,0,0,0,226,27,1930.21,0
b2c25037-f919-4fa1-ad72-617aaf84dca5,0037c932-e0c1-4d0b-aa0e-1b2cf8b483cb,2991.51,Transfer,Grocery,POS Terminal,"23.8261, 87.9949",2025-02-02 10:23:43,0,0,0,169,12,744.44,0
06a02d9c-f88e-48af-87d8-5b3b3c8ab3bf,b2a2dc25-5cb7-4b13-a9de-fb6950d0f96d,4609.76,Purchase,Clothing,POS Terminal,"-12.6151, -20.3884",2025-06-05 10:19:46,0,0,1,62,46,336.75,0
5a7dcb9a-a9a9-4f79-a818-103cb5352d5a,ba855816-4a5f-4bdf-a368-ad6187b9e571,447.02,Transfer,Electronics,Mobile,"27.9066, 65.1704",2025-06-10 00:31:16,0,0,1,93,31,2385.21,0
847ae102-a216-478a-b40d-b3049beb9b7a,9bb09252-0af0-4706-89ae-613d790342b6,983.93,Purchase,Electronics,POS Terminal,"12.3175, -174.5601",2025-01-09 12:27:16,0,0,0,186,32,305.92,0
c437371d-9ee2-4337-bba2-e044931cb151,6eaa0ba4-44a6-4036-97cf-7f5384cb11d9,230.91,Withdrawal,Travel,Web,"47.9668, -53.5688",2025-03-15 00:45:54,0,0,0,14,32,821.43,0
3660cebd-39fe-4431-a0c0-c5fd536b63e6,e51ac1c2-4fc6-4030-8098-8a02d112b728,1630.03,Withdrawal,Restaurants,Web,"-31.8965, -38.9221",2025-01-23 15:25:54,0,0,1,164,41,2566.78,1
ef64e0a8-c762-46b5-a748-74ec76fce337,b4a54586-1bb4-4844-b603-6734bdad3854,1946.44,Purchase,Clothing,POS Terminal,"-15.8974, 121.4056",2025-03-13 20:41:46,0,0,0,164,45,1045.94,0
9a7d65b7-c328-4f82-a0dc-0e6913dd3f75,0dd83356-e059-4225-8c35-f13e019ad9c7,1360.39,Withdrawal,Restaurants,POS Terminal,"-51.2986, -21.5036",2025-05-03 12:25:38,0,0,0,79,35,2919.41,0
01bb2466-b0ab-46eb-84fb-677839f2afc1,85f44378-a22e-436a-9dea-8c260bd14b61,4144.54,Transfer,Travel,Mobile,"-29.7059, 177.0305",2025-07-13 21:28:45,0,0,0,8,46,2939.41,0
078c30b9-28ab-490e-b3ce-f09e19b9aa84,6489b8e2-80f4-4367-90af-ccfd98681f24,1786.98,Purchase,Electronics,POS Terminal,"61.9387, 3.0538",2025-02-19 10:54:53,0,0,0,154,21,812.15,0
a4065cee-362d-4355-a05c-e94b7bc8c7f7,4776de47-c404-4fbf-9c40-6601642c1da6,1408.27,Withdrawal,Restaurants,Mobile,"-58.7453, -175.1779",2025-04-20 14:08:25,0,0,0,36,10,132.52,0
05e07925-bfa2-4326-a14f-4cac32eb580f,4cd7d92a-94de-423e-a1c1-71bf5c494394,2715.77,Purchase,Restaurants,Web,"-59.5663, 151.1218",2025-02-04 01:26:42,1,0,0,48,16,2118.14,0
943e7a8e-c5b2-4d42-b2ac-04b1d21a6a55,3893b884-c4e6-4775-8c92-8b6022498d8e,708.92,Transfer,Electronics,POS Terminal,"30.5113, -37.2733",2025-03-27 19:30:16,0,0,0,85,7,1358.45,0
9f19ecba-c3ac-4385-8742-e07275c00dd1,f39aa0d9-da98-4b17-9fb0-ca5e1dbbf92d,4011.97,Transfer,Clothing,Mobile,"-37.5828, -77.3541",2025-03-24 11:35:28,1,1,0,28,4,311.25,0
5ad42045-d2ac-423f-a405-85ce8f101ecb,1898fba0-fca9-4c8e-93c5-e46c46cc1a31,377.38,Withdrawal,Electronics,Mobile,"-79.6806, -155.1368",2025-02-02 08:52:45,0,0,0,196,27,2125.49,0
f5b58a15-01e3-4deb-b641-13f30a601c0a,a6294160-62b3-41ea-b2d6-01a9aa5df59f,4934.5,Transfer,Restaurants,Web,"16.6645, -130.5229",2025-05-24 03:37:48,0,0,0,190,25,103.21,0
05547b60-5094-4bf8-994c-2c5ac00f70b7,e0d0e752-4723-4c1b-b8a7-ad31883ac2fc,3862.36,Purchase,Clothing,POS Terminal,"-61.9350, -35.2234",2025-05-19 21:31:49,0,0,0,208,31,2611.89,0
cf3ce92a-bda7-4500-a98e-fba3c1eaf25c,8691f2bb-729a-4253-8bed-47097c934675,997.58,Transfer,Clothing,Web,"-66.8017, 144.4984",2025-04-13 19:18:10,1,0,0,214,11,424.57,0
5c7d0bd8-1a14-44a7-9b49-83992530984c,0dba41d1-759a-428e-a86e-a4880db1e53e,32.58,Purchase,Electronics,Mobile,"-15.8493, 158.5475",2025-07-10 02:37:02,0,0,0,204,48,390.66,0
1f48e24a-d3a9-4c1b-98de-3853ac71a22c,d18235d1-da22-4fda-a0b6-fdd7824ac68c,4078.23,Purchase,Restaurants,Mobile,"66.1925, -32.6945",2025-06-13 01:35:16,0,0,3,208,20,535.26,0
4df35fec-c237-4ec4-8926-020801c39321,b314f67c-85c3-4011-9a86-222b3a3a7f0c,3535.75,Transfer,Travel,POS Terminal,"11.0146, 95.6638",2025-02-10 06:32:36,0,0,0,51,36,2881.2,0
57c81099-4410-44c1-98dc-2b7a3e0ad609,47f2f80d-ab55-4e63-ac2f-12b08f11abe4,3646.39,Withdrawal,Restaurants,Mobile,"45.8423, 132.6758",2025-05-02 04:13:51,0,1,0,104,17,2082.58,0
4a367562-993d-40ba-bcc3-1ea849bcd11b,d2d1e1ab-2f61-422b-a52e-3783838fdb64,3857.5,Transfer,Grocery,POS Terminal,"87.6192, -26.2289",2025-06-19 03:38:32,0,0,0,230,45,2406.1,0
f8976b9a-deca-4e33-a65f-932fc7eba298,59d4e3df-1219-414e-b332-7236fd418876,374.85,Purchase,Travel,Web,"-60.0975, -174.1757",2025-03-02 06:14:32,0,0,0,170,11,1198.93,0
95d81154-91d5-4685-83e5-f8aa1184763a,6b773ad7-7f67-4d63-abb1-d866941ecd5c,1795.54,Purchase,Clothing,POS Terminal,"-9.9686, -138.8847",2025-05-28 10:47:21,0,0,1,101,30,1015.58,0
99f2dfac-ad33-441f-8404-9bf138b78d89,417f8008-390a-47d4-9792-20883036324c,583.77,Transfer,Travel,POS Terminal,"61.1925, 131.3357",2025-07-05 06:33:10,0,0,1,29,35,711.11,0
5462ce64-ed61-4f40-9b7c-1d6ffa578485,130364af-f0d9-4317-a4a6-91e234a56524,4316.2,Withdrawal,Clothing,Mobile,"-47.1571, 75.7456",2025-05-07 17:41:28,0,0,0,127,41,1447.14,0
c38b40d0-9232-4110-af25-0f25bb2f2654,d5bb77a5-a7dd-4207-b513-5ebc42dde40a,3118.37,Withdrawal,Clothing,Mobile,"56.0647, -160.8725",2025-05-16 06:18:10,0,0,0,82,38,1659.97,0
e3d9c43e-7612-4324-a66a-6ebce8fbc2f8,8f2614bf-dd30-498e-aea6-38c6621204ca,1657.84,Purchase,Travel,POS Terminal,"19.1317, -162.1291",2025-04-28 10:06:56,0,0,0,10,22,1899.01,0
ee046afc-76f0-413e-8141-dfa8da8385cd,a139aaac-ffb1-49ae-9aaa-de18f1762f05,322.47,Purchase,Clothing,Mobile,"75.1021, -44.5833",2025-05-25 10:13:32,1,0,0,106,43,778.78,0
96a0f0c4-e23a-47d4-b656-2ddc13aaadd4,dd8dda1e-e759-4225-af2d-31496890439f,1558.36,Withdrawal,Clothing,Mobile,"-24.1984, -13.9911",2025-04-19 07:20:27,0,0,0,167,48,2846.48,0
7de9132d-3e6d-4748-8523-c47c340b6bee,3b08b997-fd66-4462-99ff-7ee07381f0f2,1629.29,Transfer,Grocery,Mobile,"-6.2507, -109.9968",2025-06-29 20:28:04,0,1,0,210,27,517.58,0
6f456d75-60df-4ff4-b428-6c4dcc8eb776,df800e32-f7b2-4fc7-88f9-5b4236b07c48,3649.38,Purchase,Restaurants,POS Terminal,"-86.8386, -118.2799",2025-04-08 03:56:46,0,0,0,1,37,2897.3,0
32a56169-14cf-42e3-9ec1-82fa5b72c9ac,1209f990-f6b8-4a6b-a0d6-cfd89278ec1f,3189.6,Purchase,Restaurants,Mobile,"7.3705, 152.7612",2025-01-22 06:16:36,0,1,0,39,46,54.42,0
02dc26b2-832f-4100-8ec6-74341f320ed0,2e179533-b2ee-41b8-9f70-240def162e06,4436.63,Withdrawal,Grocery,POS Terminal,"-51.3876, 121.3133",2025-06-03 12:23:11,0,0,1,21,49,1448.57,0
b0dbc1d8-f606-4566-a222-8800733d941c,354dfcf7-ac96-4ab9-b353-aa6c6db753a4,2363.71,Transfer,Travel,Mobile,"-0.6973, -34.0302",2025-02-22 23:36:22,0,0,1,65,35,1006.77,1
7b72ccac-5ac4-4966-874d-e182ea842d35,43480527-92bb-4ea4-9035-227bdfcab174,602.37,Withdrawal,Electronics,Web,"-89.7567, -166.0241",2025-05-27 14:30:16,0,0,0,15,4,1352.88,0
5f4ccebd-f463-4a04-8e09-98cf23294742,e42d6151-2b17-4a53-949b-431782835338,3567.66,Transfer,Electronics,Mobile,"3.2976, -69.6080",2025-03-28 22:13:39,0,0,0,132,16,1716.29,0
eb02535e-f748-4295-8851-060a34c2d34b,045396fa-2068-4f51-95d6-fc6b271ea7ab,3805.12,Transfer,Electronics,Mobile,"11.4942, 32.0642",2025-06-14 13:41:48,0,0,0,188,16,1312.41,0
10dc4d6a-60f3-4dc0-8d8c-c0b19c1a66dc,8d8d68a6-a3b9-4009-a95a-ddb6f3ac0e3c,2808.58,Transfer,Grocery,POS Terminal,"16.3680, 130.2210",2025-03-04 13:27:05,0,0,1,61,21,1250.39,0
a76d3c2a-fb68-4c2c-bbfd-e8788bfce796,8b1b0296-4d97-45f6-bfd9-b93958f926d2,3855.98,Purchase,Grocery,POS Terminal,"87.1349, -39.9376",2025-01-29 15:38:55,0,0,0,148,26,2200.84,0
cebcade1-ada5-4073-96aa-ff1f3009ec92,3de08a25-1c4e-4d59-a39d-b0fc4759e398,2471.51,Withdrawal,Clothing,Mobile,"47.7104, 93.8241",2025-05-29 06:09:30,1,0,0,138,36,2060.77,0
12b1ba71-db96-4a79-bc4e-4af212ab221b,1c0eed4e-49c5-4265-8b12-839ae0b81d6b,2616.05,Withdrawal,Electronics,Web,"-87.9888, -131.4357",2025-06-03 18:45:26,0,0,1,87,19,2501.48,0
76b2d29c-616a-48ff-a206-15f96231c57f,3d83c03f-b55e-4909-82ad-3991481da017,2140.57,Transfer,Travel,Mobile,"-59.9351, -102.1099",2025-03-17 23:49:34,0,0,1,105,17,757.38,1
3670a5e0-9156-4329-b8e4-67207bb611f4,9bf928c1-e954-49ff-ad19-2bad610dbe84,131.97,Purchase,Travel,Mobile,"-58.2647, 138.3980",2025-06-05 03:31:53,0,0,0,34,45,1832.49,0
e0122e0e-4d37-44b8-951f-17d187194263,5d3b9c2c-99af-4d7d-b06a-42f059b28291,543.92,Purchase,Electronics,Web,"-79.3104, 1.3620",2025-03-07 20:07:39,0,0,0,124,26,1759.73,0
fe8fa63d-4c12-4791-ab25-a7ec6dbfdfb3,cb9f9c36-952f-4e6a-9271-97e30007e0e3,161.99,Withdrawal,Electronics,POS Terminal,"-63.0472, -13.2911",2025-04-11 15:00:33,0,0,0,110,22,1115.52,0
e2dcae25-93b0-4b2c-9f50-1c2908fa624a,8049272d-74d1-4bb7-ba87-fc42f640e817,3183.87,Purchase,Electronics,Mobile,"-1.3688, 143.6248",2025-01-25 04:46:21,0,0,0,176,28,1463.31,0
9a2dfb95-ed2b-4a86-8551-7f545416a282,2a11b225-3663-47d7-ace6-f5cc80c919a5,1575.21,Purchase,Grocery,POS Terminal,"-39.8704, 1.3467",2025-07-21 04:24:01,0,1,1,33,1,948.21,0
50d304f6-88ec-4534-a3ab-c48f345cc6fd,f5134c79-0914-48ba-bafa-9dd96795023e,2545.31,Transfer,Grocery,POS Terminal,"33.3197, 21.2094",2025-02-27 01:56:36,0,0,0,98,44,434.11,0
2dd0110a-d2b5-4db7-89bf-9cb0a7d8ef9e,86728497-1688-4c33-934d-2a539fcc0066,4538.29,Purchase,Grocery,Web,"16.7063, 105.0640",2025-06-14 06:29:18,0,0,0,231,36,649.27,0
a34d24bc-ff58-45f0-a979-97319b1ad000,f34b5446-85b6-4b64-9e2c-2405e49af9b7,1250.21,Transfer,Restaurants,Web,"-64.5780, -166.5606",2025-07-16 16:20:46,0,0,0,61,43,325.49,0
03f664cb-254a-4f41-a6a8-221538a9a0ae,1ff2be26-3113-4a7b-ab10-8e3e8ba36002,2054.86,Withdrawal,Travel,POS Terminal,"-81.6643, 41.4288",2025-05-25 15:52:36,0,0,0,10,37,2052.38,0
bffb027c-9ed8-451a-8c3f-30dcf19aad5c,f6f47166-5659-4889-b1fa-cbbd69f69fb6,3778.98,Purchase,Travel,Mobile,"82.8202, -25.3607",2025-01-29 21:14:11,0,0,0,182,2,1985.57,0
66b7266e-a18c-452a-a2d3-48256d6af320,6661caa1-f821-49cc-9251-15f377e92f44,1147.85,Withdrawal,Clothing,POS Terminal,"-35.9960, -34.7534",2025-04-10 00:05:39,0,0,0,84,17,2852.31,0
0100f5c8-471b-4ec3-b482-b98fa4c84fe9,552a0803-dce7-4905-9e08-7aaa567a2474,389.51,Withdrawal,Grocery,Mobile,"88.0018, -124.8339",2025-07-07 10:40:50,0,0,0,65,40,2191.74,0
6b5b60db-7fb9-4ea2-b5a5-54934d2ed696,c1afe1ab-fc34-405f-bc2f-a59838185cd7,1452.31,Purchase,Restaurants,Mobile,"-20.2225, 118.2916",2025-06-12 23:27:48,0,0,0,77,38,165.62,0
3f8908c9-209a-4034-94b5-c86ef55fed32,3e09f7bf-98e8-4a56-aecf-beba2994d0b8,810.3,Purchase,Restaurants,Web,"-2.9956, 108.8586",2025-04-20 11:30:10,0,0,0,1,21,2653.89,0
d9728bc7-29d7-47f5-97ca-92ba865a1d80,612a5058-b68e-42dc-8330-cbf9c191e96b,4648.84,Withdrawal,Travel,Mobile,"82.4871, -1.7027",2025-06-29 07:40:40,0,0,0,133,9,2589.4,0
32fbfd3b-cfe6-4a0a-a371-34b1192cb447,7091a6f7-9335-453b-b2b9-15c4297f81aa,4041.56,Purchase,Grocery,Mobile,"-77.2528, -2.7817",2025-02-14 07:13:46,0,0,0,80,13,1335.53,0
4634c322-2a25-4c8e-8571-ae06a0596f7a,f55c6a22-e879-4f59-b873-716e2cc72105,3168.85,Transfer,Clothing,POS Terminal,"-14.8669, -78.4031",2025-01-29 09:50:36,0,1,0,15,11,1761.73,1
185d42da-2c37-4796-9047-33bbd1603236,84f99362-3cb3-47c8-8732-64e735c661ac,4357.95,Transfer,Grocery,Web,"34.5440, 92.7799",2025-06-02 00:55:54,0,0,2,28,16,2928.47,0
f2d46d03-25f6-4d29-8827-724925fd0528,452064ab-dc8a-4940-9eb3-a8e71a3e262b,4019.34,Purchase,Electronics,Mobile,"11.7360, -178.6533",2025-01-19 15:54:10,1,0,0,223,16,1601.59,0
